J,N,P,M,file,parameter,true_value,posterior_mean,hdi_low,hdi_high,in_hdi,interval_width,relative_width,posterior_mse,abs_error,sq_error,r_hat,ess_bulk,ess_tail
100,20000,10,0,restaurants_mnl_P10_J100_N20k_I0_C0_M0_woJIT.nc,beta_rating,0.75,0.742,0.715,0.771,True,0.05600000000000005,0.07466666666666673,0.0002828356462218052,0.008000000000000007,6.400000000000012e-05,1.0,2363.0,2721.0
100,20000,10,0,restaurants_mnl_P10_J100_N20k_I0_C0_M0_woJIT.nc,beta_cost,-0.4,-0.398,-0.404,-0.393,True,0.01100000000000001,0.027500000000000024,1.0811837637233455e-05,0.0020000000000000018,4.0000000000000074e-06,1.0,2972.0,2800.0
100,20000,10,0,restaurants_mnl_P10_J100_N20k_I0_C0_M0_woJIT.nc,beta_log_dist,-0.6,-0.592,-0.611,-0.573,True,0.038000000000000034,0.0633333333333334,0.0001568318967303796,0.008000000000000007,6.400000000000012e-05,1.0,2864.0,2890.0
100,20000,10,0,restaurants_mnl_P10_J100_N20k_I0_C0_M0_woJIT.nc,beta_chinese,0.83,0.848,0.773,0.927,True,0.15400000000000003,0.18554216867469883,0.0019657435402923884,0.018000000000000016,0.00032400000000000056,1.01,857.0,1237.0
100,20000,10,0,restaurants_mnl_P10_J100_N20k_I0_C0_M0_woJIT.nc,beta_japanese,1.25,1.288,1.214,1.36,True,0.14600000000000013,0.1168000000000001,0.0029880513798695905,0.038000000000000034,0.0014440000000000026,1.01,812.0,1045.0
100,20000,10,0,restaurants_mnl_P10_J100_N20k_I0_C0_M0_woJIT.nc,beta_korean,0.75,0.812,0.727,0.894,True,0.16700000000000004,0.2226666666666667,0.005948980357616831,0.062000000000000055,0.0038440000000000067,1.01,907.0,1995.0
100,20000,10,0,restaurants_mnl_P10_J100_N20k_I0_C0_M0_woJIT.nc,beta_indian,1.0,0.985,0.878,1.083,True,0.20499999999999996,0.20499999999999996,0.003218512836934224,0.015000000000000013,0.0002250000000000004,1.0,1148.0,1571.0
100,20000,10,0,restaurants_mnl_P10_J100_N20k_I0_C0_M0_woJIT.nc,beta_french,0.95,0.932,0.854,1.007,True,0.1529999999999999,0.16105263157894728,0.00203058753779195,0.017999999999999905,0.0003239999999999966,1.01,890.0,1293.0
100,20000,10,0,restaurants_mnl_P10_J100_N20k_I0_C0_M0_woJIT.nc,beta_mexican,1.3,1.314,1.237,1.388,True,0.1509999999999998,0.116153846153846,0.001809562013332112,0.014000000000000012,0.00019600000000000035,1.01,861.0,1207.0
100,20000,10,0,restaurants_mnl_P10_J100_N20k_I0_C0_M0_woJIT.nc,beta_lebanese,0.9,0.905,0.824,0.982,True,0.15800000000000003,0.17555555555555558,0.0017909345291037939,0.0050000000000000044,2.5000000000000045e-05,1.01,890.0,1389.0
100,50000,10,0,restaurants_mnl_P10_J100_N50k_I0_C0_M0_woJIT.nc,beta_rating,0.75,0.748,0.731,0.765,True,0.03400000000000003,0.04533333333333337,9.167162355295497e-05,0.0020000000000000018,4.0000000000000074e-06,1.0,1087.0,1227.0
100,50000,10,0,restaurants_mnl_P10_J100_N50k_I0_C0_M0_woJIT.nc,beta_cost,-0.4,-0.399,-0.403,-0.396,True,0.007000000000000006,0.017500000000000016,3.838759672109549e-06,0.0010000000000000009,1.0000000000000019e-06,1.0,1954.0,1666.0
100,50000,10,0,restaurants_mnl_P10_J100_N50k_I0_C0_M0_woJIT.nc,beta_log_dist,-0.6,-0.61,-0.623,-0.598,True,0.025000000000000022,0.041666666666666706,0.00013249681179296866,0.010000000000000009,0.00010000000000000018,1.0,1355.0,1236.0
100,50000,10,0,restaurants_mnl_P10_J100_N50k_I0_C0_M0_woJIT.nc,beta_chinese,0.83,0.855,0.799,0.903,True,0.10399999999999998,0.1253012048192771,0.001365283314344531,0.025000000000000022,0.0006250000000000011,1.01,298.0,544.0
100,50000,10,0,restaurants_mnl_P10_J100_N50k_I0_C0_M0_woJIT.nc,beta_japanese,1.25,1.29,1.238,1.335,True,0.09699999999999998,0.07759999999999997,0.0022234607551632553,0.040000000000000036,0.001600000000000003,1.02,290.0,565.0
100,50000,10,0,restaurants_mnl_P10_J100_N50k_I0_C0_M0_woJIT.nc,beta_korean,0.75,0.766,0.71,0.822,True,0.11199999999999999,0.14933333333333332,0.0011564790897984224,0.016000000000000014,0.0002560000000000005,1.01,367.0,661.0
100,50000,10,0,restaurants_mnl_P10_J100_N50k_I0_C0_M0_woJIT.nc,beta_indian,1.0,0.982,0.916,1.048,True,0.132,0.132,0.0015700416515469866,0.018000000000000016,0.00032400000000000056,1.01,464.0,692.0
100,50000,10,0,restaurants_mnl_P10_J100_N50k_I0_C0_M0_woJIT.nc,beta_french,0.95,0.949,0.898,0.997,True,0.09899999999999998,0.10421052631578945,0.0007211158780752271,0.0010000000000000009,1.0000000000000019e-06,1.01,360.0,552.0
100,50000,10,0,restaurants_mnl_P10_J100_N50k_I0_C0_M0_woJIT.nc,beta_mexican,1.3,1.303,1.255,1.354,True,0.0990000000000002,0.07615384615384631,0.0007050337949828074,0.0029999999999998916,8.99999999999935e-06,1.01,366.0,569.0
100,50000,10,0,restaurants_mnl_P10_J100_N50k_I0_C0_M0_woJIT.nc,beta_lebanese,0.9,0.93,0.879,0.98,True,0.10099999999999998,0.1122222222222222,0.0016460281994028505,0.030000000000000027,0.0009000000000000016,1.02,304.0,560.0
200,10000,10,0,restaurants_mnl_P10_J200_N10k_I0_C0_M0_woJIT.nc,beta_rating,0.75,0.757,0.72,0.79,True,0.07000000000000006,0.09333333333333342,0.00041344999814510935,0.007000000000000006,4.9000000000000087e-05,1.0,2365.0,1934.0
200,10000,10,0,restaurants_mnl_P10_J200_N10k_I0_C0_M0_woJIT.nc,beta_cost,-0.4,-0.395,-0.402,-0.388,True,0.014000000000000012,0.03500000000000003,3.8811572795653524e-05,0.0050000000000000044,2.5000000000000045e-05,1.0,3036.0,2596.0
200,10000,10,0,restaurants_mnl_P10_J200_N10k_I0_C0_M0_woJIT.nc,beta_log_dist,-0.6,-0.566,-0.591,-0.541,False,0.04999999999999993,0.08333333333333323,0.0013103625575461707,0.03400000000000003,0.001156000000000002,1.0,2884.0,2716.0
200,10000,10,0,restaurants_mnl_P10_J200_N10k_I0_C0_M0_woJIT.nc,beta_chinese,0.83,0.843,0.707,0.982,True,0.275,0.33132530120481934,0.005419628903052843,0.013000000000000012,0.0001690000000000003,1.0,787.0,1267.0
200,10000,10,0,restaurants_mnl_P10_J200_N10k_I0_C0_M0_woJIT.nc,beta_japanese,1.25,1.276,1.149,1.407,True,0.258,0.2064,0.005417049219369395,0.026000000000000023,0.0006760000000000013,1.0,753.0,1240.0
200,10000,10,0,restaurants_mnl_P10_J200_N10k_I0_C0_M0_woJIT.nc,beta_korean,0.75,0.846,0.706,0.986,True,0.28,0.37333333333333335,0.014842256352070798,0.09599999999999997,0.009215999999999995,1.0,881.0,1504.0
200,10000,10,0,restaurants_mnl_P10_J200_N10k_I0_C0_M0_woJIT.nc,beta_indian,1.0,1.026,0.895,1.161,True,0.266,0.266,0.00582205981293482,0.026000000000000023,0.0006760000000000013,1.0,820.0,1413.0
200,10000,10,0,restaurants_mnl_P10_J200_N10k_I0_C0_M0_woJIT.nc,beta_french,0.95,1.012,0.847,1.176,True,0.32899999999999996,0.3463157894736842,0.011628231178112326,0.062000000000000055,0.0038440000000000067,1.0,1050.0,1638.0
200,10000,10,0,restaurants_mnl_P10_J200_N10k_I0_C0_M0_woJIT.nc,beta_mexican,1.3,1.329,1.205,1.463,True,0.258,0.19846153846153847,0.005633332757574825,0.028999999999999915,0.0008409999999999951,1.0,800.0,1313.0
200,10000,10,0,restaurants_mnl_P10_J200_N10k_I0_C0_M0_woJIT.nc,beta_lebanese,0.9,0.952,0.813,1.089,True,0.276,0.3066666666666667,0.008119659538761887,0.051999999999999935,0.0027039999999999933,1.0,824.0,1377.0
200,20000,10,0,restaurants_mnl_P10_J200_N20k_I0_C0_M0_woJIT.nc,beta_rating,0.75,0.752,0.729,0.777,True,0.04800000000000004,0.06400000000000006,0.0001701610879150421,0.0020000000000000018,4.0000000000000074e-06,1.01,1303.0,1202.0
200,20000,10,0,restaurants_mnl_P10_J200_N20k_I0_C0_M0_woJIT.nc,beta_cost,-0.4,-0.396,-0.401,-0.392,True,0.009000000000000008,0.02250000000000002,2.076682648320551e-05,0.0040000000000000036,1.600000000000003e-05,1.0,1521.0,1344.0
200,20000,10,0,restaurants_mnl_P10_J200_N20k_I0_C0_M0_woJIT.nc,beta_log_dist,-0.6,-0.583,-0.601,-0.565,True,0.03600000000000003,0.06000000000000005,0.00039339974773999216,0.017000000000000015,0.0002890000000000005,1.0,1098.0,998.0
200,20000,10,0,restaurants_mnl_P10_J200_N20k_I0_C0_M0_woJIT.nc,beta_chinese,0.83,0.901,0.801,0.992,True,0.19099999999999995,0.23012048192771078,0.007663604786580906,0.07100000000000006,0.005041000000000009,1.0,386.0,542.0
200,20000,10,0,restaurants_mnl_P10_J200_N20k_I0_C0_M0_woJIT.nc,beta_japanese,1.25,1.349,1.256,1.442,False,0.18599999999999994,0.14879999999999996,0.012340958369837935,0.09899999999999998,0.009800999999999995,1.0,367.0,484.0
200,20000,10,0,restaurants_mnl_P10_J200_N20k_I0_C0_M0_woJIT.nc,beta_korean,0.75,0.893,0.797,0.993,False,0.19599999999999995,0.26133333333333325,0.023292763979481754,0.14300000000000002,0.020449000000000005,1.0,401.0,444.0
200,20000,10,0,restaurants_mnl_P10_J200_N20k_I0_C0_M0_woJIT.nc,beta_indian,1.0,1.091,0.995,1.188,True,0.19299999999999995,0.19299999999999995,0.010907931942268021,0.09099999999999997,0.008280999999999995,1.0,386.0,442.0
200,20000,10,0,restaurants_mnl_P10_J200_N20k_I0_C0_M0_woJIT.nc,beta_french,0.95,1.027,0.916,1.136,True,0.21999999999999986,0.2315789473684209,0.009666304412122368,0.07699999999999996,0.005928999999999993,1.0,474.0,660.0
200,20000,10,0,restaurants_mnl_P10_J200_N20k_I0_C0_M0_woJIT.nc,beta_mexican,1.3,1.419,1.324,1.506,False,0.18199999999999994,0.13999999999999996,0.01642865979436773,0.119,0.014160999999999998,1.0,363.0,478.0
200,20000,10,0,restaurants_mnl_P10_J200_N20k_I0_C0_M0_woJIT.nc,beta_lebanese,0.9,1.018,0.915,1.115,False,0.19999999999999996,0.22222222222222215,0.01667214859783768,0.118,0.013923999999999999,1.0,403.0,451.0
200,50000,10,0,restaurants_mnl_P10_J200_N50k_I0_C0_M0_woJIT.nc,beta_rating,0.75,0.747,0.73,0.762,True,0.03200000000000003,0.04266666666666671,8.12224029779237e-05,0.0030000000000000027,9.000000000000015e-06,1.0,1102.0,1263.0
200,50000,10,0,restaurants_mnl_P10_J200_N50k_I0_C0_M0_woJIT.nc,beta_cost,-0.4,-0.398,-0.402,-0.396,True,0.006000000000000005,0.015000000000000013,5.1313071320543324e-06,0.0020000000000000018,4.0000000000000074e-06,1.0,1775.0,1408.0
200,50000,10,0,restaurants_mnl_P10_J200_N50k_I0_C0_M0_woJIT.nc,beta_log_dist,-0.6,-0.596,-0.607,-0.585,True,0.02200000000000002,0.0366666666666667,4.9071530554733805e-05,0.0040000000000000036,1.600000000000003e-05,1.0,1288.0,1201.0
200,50000,10,0,restaurants_mnl_P10_J200_N50k_I0_C0_M0_woJIT.nc,beta_chinese,0.83,0.911,0.849,0.968,False,0.119,0.14337349397590363,0.00752235723775404,0.08100000000000007,0.006561000000000011,1.01,411.0,627.0
200,50000,10,0,restaurants_mnl_P10_J200_N50k_I0_C0_M0_woJIT.nc,beta_japanese,1.25,1.356,1.3,1.411,False,0.11099999999999999,0.08879999999999999,0.01205015888361428,0.1060000000000001,0.01123600000000002,1.01,402.0,676.0
200,50000,10,0,restaurants_mnl_P10_J200_N50k_I0_C0_M0_woJIT.nc,beta_korean,0.75,0.874,0.816,0.935,False,0.1190000000000001,0.15866666666666682,0.016561371412044112,0.124,0.015375999999999999,1.01,442.0,799.0
200,50000,10,0,restaurants_mnl_P10_J200_N50k_I0_C0_M0_woJIT.nc,beta_indian,1.0,1.079,1.02,1.14,False,0.11999999999999988,0.11999999999999988,0.007293305575725857,0.07899999999999996,0.006240999999999994,1.01,400.0,697.0
200,50000,10,0,restaurants_mnl_P10_J200_N50k_I0_C0_M0_woJIT.nc,beta_french,0.95,1.025,0.954,1.1,False,0.14600000000000013,0.15368421052631592,0.0070126785982164526,0.07499999999999996,0.005624999999999994,1.01,552.0,861.0
200,50000,10,0,restaurants_mnl_P10_J200_N50k_I0_C0_M0_woJIT.nc,beta_mexican,1.3,1.394,1.336,1.449,False,0.11299999999999999,0.08692307692307691,0.009737141261622867,0.09399999999999986,0.008835999999999974,1.01,407.0,695.0
200,50000,10,0,restaurants_mnl_P10_J200_N50k_I0_C0_M0_woJIT.nc,beta_lebanese,0.9,1.009,0.947,1.07,False,0.12300000000000011,0.1366666666666668,0.012875608166397445,0.10899999999999987,0.011880999999999973,1.01,444.0,780.0
500,10000,10,0,restaurants_mnl_P10_J500_N10k_I0_C0_M0_woJIT.nc,beta_rating,0.75,0.727,0.696,0.758,True,0.062000000000000055,0.08266666666666674,0.0008235864330416989,0.02300000000000002,0.0005290000000000009,1.0,1406.0,1351.0
500,10000,10,0,restaurants_mnl_P10_J500_N10k_I0_C0_M0_woJIT.nc,beta_cost,-0.4,-0.402,-0.409,-0.395,True,0.013999999999999957,0.03499999999999989,1.8496644640189764e-05,0.0020000000000000018,4.0000000000000074e-06,1.0,1705.0,1544.0
500,10000,10,0,restaurants_mnl_P10_J500_N10k_I0_C0_M0_woJIT.nc,beta_log_dist,-0.6,-0.572,-0.595,-0.548,False,0.04699999999999993,0.07833333333333323,0.0009307332223924771,0.028000000000000025,0.0007840000000000014,1.0,1130.0,1175.0
500,10000,10,0,restaurants_mnl_P10_J500_N10k_I0_C0_M0_woJIT.nc,beta_chinese,0.83,0.805,0.693,0.923,True,0.2300000000000001,0.2771084337349399,0.004434648388602856,0.02499999999999991,0.0006249999999999956,1.0,541.0,811.0
500,10000,10,0,restaurants_mnl_P10_J500_N10k_I0_C0_M0_woJIT.nc,beta_japanese,1.25,1.276,1.162,1.389,True,0.2270000000000001,0.18160000000000007,0.0043213003815866895,0.026000000000000023,0.0006760000000000013,1.0,576.0,786.0
500,10000,10,0,restaurants_mnl_P10_J500_N10k_I0_C0_M0_woJIT.nc,beta_korean,0.75,0.704,0.592,0.831,True,0.239,0.31866666666666665,0.0061870603790852045,0.04600000000000004,0.0021160000000000037,1.0,583.0,809.0
500,10000,10,0,restaurants_mnl_P10_J500_N10k_I0_C0_M0_woJIT.nc,beta_indian,1.0,1.019,0.906,1.144,True,0.23799999999999988,0.23799999999999988,0.0043367746246613815,0.018999999999999906,0.0003609999999999964,1.0,582.0,743.0
500,10000,10,0,restaurants_mnl_P10_J500_N10k_I0_C0_M0_woJIT.nc,beta_french,0.95,0.923,0.815,1.027,True,0.21199999999999997,0.22315789473684208,0.0040108953487464185,0.026999999999999913,0.0007289999999999953,1.0,540.0,862.0
500,10000,10,0,restaurants_mnl_P10_J500_N10k_I0_C0_M0_woJIT.nc,beta_mexican,1.3,1.262,1.164,1.37,True,0.20600000000000018,0.1584615384615386,0.004510042440896891,0.038000000000000034,0.0014440000000000026,1.01,477.0,822.0
500,10000,10,0,restaurants_mnl_P10_J500_N10k_I0_C0_M0_woJIT.nc,beta_lebanese,0.9,0.841,0.735,0.958,True,0.22299999999999998,0.24777777777777774,0.007032608363394846,0.05900000000000005,0.0034810000000000062,1.01,557.0,788.0
500,20000,10,0,restaurants_mnl_P10_J500_N20k_I0_C0_M0_woJIT.nc,beta_rating,0.75,0.743,0.72,0.767,True,0.04700000000000004,0.06266666666666672,0.00019653096092944552,0.007000000000000006,4.9000000000000087e-05,1.0,1536.0,1388.0
500,20000,10,0,restaurants_mnl_P10_J500_N20k_I0_C0_M0_woJIT.nc,beta_cost,-0.4,-0.4,-0.404,-0.395,True,0.009000000000000008,0.02250000000000002,6.0449621907712735e-06,0.0,0.0,1.0,1816.0,1368.0
500,20000,10,0,restaurants_mnl_P10_J500_N20k_I0_C0_M0_woJIT.nc,beta_log_dist,-0.6,-0.587,-0.604,-0.571,True,0.03300000000000003,0.05500000000000005,0.00024159177425889312,0.013000000000000012,0.0001690000000000003,1.0,1537.0,1411.0
500,20000,10,0,restaurants_mnl_P10_J500_N20k_I0_C0_M0_woJIT.nc,beta_chinese,0.83,0.784,0.702,0.866,True,0.16400000000000003,0.19759036144578318,0.0040292921553041925,0.04599999999999993,0.0021159999999999938,1.01,415.0,733.0
500,20000,10,0,restaurants_mnl_P10_J500_N20k_I0_C0_M0_woJIT.nc,beta_japanese,1.25,1.249,1.171,1.321,True,0.1499999999999999,0.11999999999999993,0.001660328540647102,0.0009999999999998899,9.999999999997797e-07,1.01,359.0,925.0
500,20000,10,0,restaurants_mnl_P10_J500_N20k_I0_C0_M0_woJIT.nc,beta_korean,0.75,0.678,0.598,0.763,True,0.16500000000000004,0.22000000000000006,0.007195668275977217,0.07199999999999995,0.005183999999999993,1.01,427.0,697.0
500,20000,10,0,restaurants_mnl_P10_J500_N20k_I0_C0_M0_woJIT.nc,beta_indian,1.0,0.973,0.891,1.055,True,0.16399999999999992,0.16399999999999992,0.002638639343524078,0.027000000000000024,0.0007290000000000013,1.01,426.0,776.0
500,20000,10,0,restaurants_mnl_P10_J500_N20k_I0_C0_M0_woJIT.nc,beta_french,0.95,0.939,0.866,1.011,True,0.1449999999999999,0.15263157894736834,0.0016458169448562423,0.01100000000000001,0.00012100000000000022,1.01,362.0,587.0
500,20000,10,0,restaurants_mnl_P10_J500_N20k_I0_C0_M0_woJIT.nc,beta_mexican,1.3,1.254,1.184,1.327,True,0.14300000000000002,0.11000000000000001,0.003575314429113952,0.04600000000000004,0.0021160000000000037,1.01,365.0,659.0
500,20000,10,0,restaurants_mnl_P10_J500_N20k_I0_C0_M0_woJIT.nc,beta_lebanese,0.9,0.849,0.778,0.937,True,0.15900000000000003,0.1766666666666667,0.004341919760677764,0.051000000000000045,0.002601000000000005,1.01,426.0,459.0
500,50000,10,0,restaurants_mnl_P10_J500_N50k_I0_C0_M0_woJIT.nc,beta_rating,0.75,0.746,0.732,0.76,True,0.028000000000000025,0.037333333333333364,7.847841033443817e-05,0.0040000000000000036,1.600000000000003e-05,1.0,1237.0,1223.0
500,50000,10,0,restaurants_mnl_P10_J500_N50k_I0_C0_M0_woJIT.nc,beta_cost,-0.4,-0.401,-0.404,-0.398,True,0.006000000000000005,0.015000000000000013,3.1758779771751177e-06,0.0010000000000000009,1.0000000000000019e-06,1.0,1977.0,1655.0
500,50000,10,0,restaurants_mnl_P10_J500_N50k_I0_C0_M0_woJIT.nc,beta_log_dist,-0.6,-0.59,-0.6,-0.58,True,0.020000000000000018,0.03333333333333337,0.00012554020316297588,0.010000000000000009,0.00010000000000000018,1.0,1291.0,1067.0
500,50000,10,0,restaurants_mnl_P10_J500_N50k_I0_C0_M0_woJIT.nc,beta_chinese,0.83,0.849,0.796,0.904,True,0.10799999999999998,0.13012048192771083,0.0012028225821439946,0.019000000000000017,0.00036100000000000064,1.01,423.0,655.0
500,50000,10,0,restaurants_mnl_P10_J500_N50k_I0_C0_M0_woJIT.nc,beta_japanese,1.25,1.265,1.214,1.317,True,0.10299999999999998,0.08239999999999999,0.0009981801161195402,0.014999999999999902,0.00022499999999999707,1.02,400.0,630.0
500,50000,10,0,restaurants_mnl_P10_J500_N50k_I0_C0_M0_woJIT.nc,beta_korean,0.75,0.728,0.671,0.778,True,0.10699999999999998,0.14266666666666664,0.0013279859228205267,0.02200000000000002,0.00048400000000000087,1.01,411.0,594.0
500,50000,10,0,restaurants_mnl_P10_J500_N50k_I0_C0_M0_woJIT.nc,beta_indian,1.0,1.01,0.956,1.064,True,0.1080000000000001,0.1080000000000001,0.000923016349319992,0.010000000000000009,0.00010000000000000018,1.01,455.0,625.0
500,50000,10,0,restaurants_mnl_P10_J500_N50k_I0_C0_M0_woJIT.nc,beta_french,0.95,0.974,0.924,1.022,True,0.09799999999999998,0.10315789473684209,0.001283434413785898,0.02400000000000002,0.000576000000000001,1.02,361.0,571.0
500,50000,10,0,restaurants_mnl_P10_J500_N50k_I0_C0_M0_woJIT.nc,beta_mexican,1.3,1.299,1.251,1.347,True,0.09600000000000009,0.07384615384615391,0.0006647087293956171,0.001000000000000112,1.0000000000002238e-06,1.02,367.0,530.0
500,50000,10,0,restaurants_mnl_P10_J500_N50k_I0_C0_M0_woJIT.nc,beta_lebanese,0.9,0.893,0.842,0.943,True,0.10099999999999998,0.1122222222222222,0.000784936764127673,0.007000000000000006,4.9000000000000087e-05,1.01,407.0,566.0
100,10000,20,0,restaurants_mnl_P20_J100_N10k_I0_C0_M0_woJIT.nc,beta_rating,0.75,0.771,0.72,0.818,True,0.09799999999999998,0.13066666666666663,0.0011319999252569755,0.02100000000000002,0.0004410000000000008,1.0,6498.0,5547.0
100,10000,20,0,restaurants_mnl_P20_J100_N10k_I0_C0_M0_woJIT.nc,beta_cost,-0.4,-0.38,-0.428,-0.334,True,0.09399999999999997,0.23499999999999993,0.001040322233013272,0.020000000000000018,0.0004000000000000007,1.0,6137.0,5121.0
100,10000,20,0,restaurants_mnl_P20_J100_N10k_I0_C0_M0_woJIT.nc,beta_log_dist,-0.6,-0.609,-0.688,-0.532,True,0.15599999999999992,0.2599999999999999,0.00180438966082643,0.009000000000000008,8.100000000000014e-05,1.0,8441.0,4971.0
100,10000,20,0,restaurants_mnl_P20_J100_N10k_I0_C0_M0_woJIT.nc,beta_chinese,0.83,0.88,0.769,0.991,True,0.22199999999999998,0.2674698795180723,0.005967569281098146,0.050000000000000044,0.0025000000000000044,1.0,3024.0,4184.0
100,10000,20,0,restaurants_mnl_P20_J100_N10k_I0_C0_M0_woJIT.nc,beta_japanese,1.25,1.31,1.199,1.42,True,0.22099999999999986,0.1767999999999999,0.006988782157960094,0.06000000000000005,0.0036000000000000064,1.0,2814.0,4228.0
100,10000,20,0,restaurants_mnl_P20_J100_N10k_I0_C0_M0_woJIT.nc,beta_korean,0.75,0.756,0.63,0.886,True,0.256,0.3413333333333333,0.004747161381735273,0.006000000000000005,3.600000000000006e-05,1.0,3309.0,5384.0
100,10000,20,0,restaurants_mnl_P20_J100_N10k_I0_C0_M0_woJIT.nc,beta_indian,1.0,1.085,0.951,1.215,True,0.2640000000000001,0.2640000000000001,0.011975543050250895,0.08499999999999996,0.007224999999999994,1.0,3589.0,5267.0
100,10000,20,0,restaurants_mnl_P20_J100_N10k_I0_C0_M0_woJIT.nc,beta_french,0.95,0.978,0.851,1.092,True,0.2410000000000001,0.2536842105263159,0.004899950574912186,0.028000000000000025,0.0007840000000000014,1.0,2932.0,4678.0
100,10000,20,0,restaurants_mnl_P20_J100_N10k_I0_C0_M0_woJIT.nc,beta_mexican,1.3,1.3,1.181,1.419,True,0.238,0.18307692307692305,0.004049724140920301,0.0,0.0,1.0,2779.0,4259.0
100,10000,20,0,restaurants_mnl_P20_J100_N10k_I0_C0_M0_woJIT.nc,beta_lebanese,0.9,0.922,0.807,1.038,True,0.23099999999999998,0.25666666666666665,0.004243210646544838,0.02200000000000002,0.00048400000000000087,1.0,2836.0,4255.0
100,10000,20,0,restaurants_mnl_P20_J100_N10k_I0_C0_M0_woJIT.nc,beta_cost_x_logincome,0.02,0.014,0.003,0.026,True,0.023,1.15,6.755622047595013e-05,0.006,3.6e-05,1.0,6190.0,5295.0
100,10000,20,0,restaurants_mnl_P20_J100_N10k_I0_C0_M0_woJIT.nc,beta_logdist_x_age,-0.02,-0.019,-0.022,-0.017,True,0.0049999999999999975,0.24999999999999986,1.4993295600000503e-06,0.0010000000000000009,1.0000000000000019e-06,1.0,8494.0,5222.0
100,10000,20,0,restaurants_mnl_P20_J100_N10k_I0_C0_M0_woJIT.nc,beta_rating_x_edu_sec,0.15,0.112,0.038,0.185,True,0.147,0.98,0.0030076004883162347,0.03799999999999999,0.0014439999999999993,1.0,7524.0,5778.0
100,10000,20,0,restaurants_mnl_P20_J100_N10k_I0_C0_M0_woJIT.nc,beta_c_16,0.09,0.065,0.034,0.094,True,0.06,0.6666666666666666,0.0008752301995931931,0.024999999999999994,0.0006249999999999997,1.0,7727.0,5754.0
100,10000,20,0,restaurants_mnl_P20_J100_N10k_I0_C0_M0_woJIT.nc,beta_c_19,-0.04,-0.044,-0.081,-0.004,True,0.077,1.925,0.0004407775537497351,0.003999999999999997,1.5999999999999972e-05,1.0,6685.0,5867.0
100,10000,20,0,restaurants_mnl_P20_J100_N10k_I0_C0_M0_woJIT.nc,beta_c_20,0.12,0.061,-0.021,0.147,True,0.16799999999999998,1.4,0.0055064107382716675,0.059,0.0034809999999999997,1.0,8499.0,5808.0
100,10000,20,0,restaurants_mnl_P20_J100_N10k_I0_C0_M0_woJIT.nc,beta_c_21,0.22,0.207,0.181,0.233,True,0.05200000000000002,0.23636363636363644,0.0003535553544494561,0.013000000000000012,0.0001690000000000003,1.0,7794.0,5904.0
100,10000,20,0,restaurants_mnl_P20_J100_N10k_I0_C0_M0_woJIT.nc,beta_c_22,-0.18,-0.119,-0.171,-0.068,False,0.10300000000000001,0.5722222222222223,0.004505008585074171,0.061,0.003721,1.0,8365.0,5381.0
100,10000,20,0,restaurants_mnl_P20_J100_N10k_I0_C0_M0_woJIT.nc,beta_c_24,0.28,0.274,0.242,0.305,True,0.063,0.22499999999999998,0.0003170624872019962,0.006000000000000005,3.600000000000006e-05,1.0,6603.0,5854.0
100,10000,20,0,restaurants_mnl_P20_J100_N10k_I0_C0_M0_woJIT.nc,beta_c_25,-0.15,-0.136,-0.213,-0.059,True,0.154,1.0266666666666666,0.0018286317751111084,0.013999999999999985,0.00019599999999999956,1.0,6325.0,5985.0
100,20000,20,0,restaurants_mnl_P20_J100_N20k_I0_C0_M0_woJIT.nc,beta_rating,0.75,0.762,0.724,0.795,True,0.07100000000000006,0.09466666666666675,0.0005029605626149134,0.01200000000000001,0.00014400000000000025,1.0,3485.0,2904.0
100,20000,20,0,restaurants_mnl_P20_J100_N20k_I0_C0_M0_woJIT.nc,beta_cost,-0.4,-0.423,-0.455,-0.391,True,0.064,0.16,0.0008272959941057305,0.022999999999999965,0.0005289999999999984,1.0,2559.0,2898.0
100,20000,20,0,restaurants_mnl_P20_J100_N20k_I0_C0_M0_woJIT.nc,beta_log_dist,-0.6,-0.572,-0.623,-0.513,True,0.10999999999999999,0.18333333333333332,0.0016587710840968025,0.028000000000000025,0.0007840000000000014,1.0,4190.0,2614.0
100,20000,20,0,restaurants_mnl_P20_J100_N20k_I0_C0_M0_woJIT.nc,beta_chinese,0.83,0.859,0.785,0.935,True,0.15000000000000002,0.1807228915662651,0.002487137368992146,0.029000000000000026,0.0008410000000000015,1.0,1456.0,2252.0
100,20000,20,0,restaurants_mnl_P20_J100_N20k_I0_C0_M0_woJIT.nc,beta_japanese,1.25,1.269,1.188,1.336,True,0.14800000000000013,0.1184000000000001,0.0019531457334557405,0.018999999999999906,0.0003609999999999964,1.0,1307.0,2018.0
100,20000,20,0,restaurants_mnl_P20_J100_N20k_I0_C0_M0_woJIT.nc,beta_korean,0.75,0.708,0.62,0.802,True,0.18200000000000005,0.24266666666666672,0.004060350241843753,0.04200000000000004,0.0017640000000000032,1.0,1559.0,2309.0
100,20000,20,0,restaurants_mnl_P20_J100_N20k_I0_C0_M0_woJIT.nc,beta_indian,1.0,0.988,0.898,1.079,True,0.18099999999999994,0.18099999999999994,0.002535334573981026,0.01200000000000001,0.00014400000000000025,1.0,1571.0,2498.0
